candidate_family_id,parent_algorithm_name,selected,original_output_type,access_provided,candidate_universe,canonical_run,canonical_run_dir,family_member_count,family_members,research_disposition,graph_status,claim_accepted,output_alignment,access_upgrade_status,oracle_status,baseline_status,hard_blockers,unknown_obligations
qfam-02b7e2af6944,Brute-force search,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-6c010398e626,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-6c010398e626,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-6c010398e626,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-02dd157b768e,Liang–Barsky,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-da8dcbe8eaa1,runs/final_discovery_run_v1/fdv1_public_probe_v1_002/qml-da8dcbe8eaa1,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_002/qml-da8dcbe8eaa1,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-030f74a293db,Chandran and F. Grandoni,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-aac3d1c422cc,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-aac3d1c422cc,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-aac3d1c422cc,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-031704e63447,Flipping algorithm,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-06bf879f216c,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-06bf879f216c,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-06bf879f216c,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-03b136f011f7,Anytime Repairing A* (ARA*),amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-a40986982127,runs/final_discovery_run_v1/fdv1_public_probe_v1_002/qml-a40986982127,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_002/qml-a40986982127,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-043acdc5a14c,Pferschy,amplitude_amplification,UNKNOWN,coherent_boolean_oracle,UNSPECIFIED,qml-a906abc76fd8,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-a906abc76fd8,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-a906abc76fd8,DEMOTE_GENERIC,PASS,True,UNKNOWN,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-045537b3211f,Horowitz and Sahni,quantum_minimum_finding,UNKNOWN,coherent_value_oracle,finite_candidate_set_problem,qml-6408632e0882,runs/final_discovery_run_v1/fdv1_registry_v1_probes_001/qml-6408632e0882,1,runs/final_discovery_run_v1/fdv1_registry_v1_probes_001/qml-6408632e0882,REFORMULATE,PASS,True,UNKNOWN,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-050bb42981e2,Applegate et al. (Concorde TSP Solver),NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-aae818275c3c,runs/final_discovery_run_v1/fdv1_public_probe_v1_006/qml-aae818275c3c,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_006/qml-aae818275c3c,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-061f9ed93812,Berkman Vishkin,NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-81debbce6a33,runs/final_discovery_run_v1/fdv1_public_probe_v1_008/qml-81debbce6a33,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_008/qml-81debbce6a33,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-06f2e02fc07b,EKF SLAM,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-a073540e0c8b,runs/final_discovery_run_v1/fdv1_public_probe_v1_002/qml-a073540e0c8b,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_002/qml-a073540e0c8b,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-07a8ec212da9,Hong’s algorithm,NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-c681c5e9f51b,runs/final_discovery_run_v1/fdv1_public_probe_v1_004/qml-c681c5e9f51b,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_004/qml-c681c5e9f51b,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-07e91a5f3237,SHA-2,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-1775e52c6697,runs/final_discovery_run_v1/fdv1_public_probe_v1_012/qml-1775e52c6697,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_012/qml-1775e52c6697,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0857ed4869f4,Quick Kruskal algorithm,NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-3cec01feb19b,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-3cec01feb19b,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-3cec01feb19b,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-08944651d39e,Bellman–Ford algorithm (Shimbel 1955 Bellman 1958 Moore 1959),amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-68e7d7165f69,runs/final_discovery_run_v1/fdv1_public_probe_v1_004/qml-68e7d7165f69,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_004/qml-68e7d7165f69,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-08c1ff961db3,Kwatra 2003,NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-bc47d9ad8fd1,runs/final_discovery_run_v1/fdv1_public_probe_v1_006/qml-bc47d9ad8fd1,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_006/qml-bc47d9ad8fd1,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-08c7887ca258,Nordbeck and Rystedt (Grid Method),NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-e3c490b547fd,runs/final_discovery_run_v1/fdv1_public_probe_v1_011/qml-e3c490b547fd,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_011/qml-e3c490b547fd,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-08da43c3dcb0,Controlled vertex/edge/face decimation - Hamann 1994,NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-f3b73352d17a,runs/final_discovery_run_v1/fdv1_public_probe_v1_006/qml-f3b73352d17a,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_006/qml-f3b73352d17a,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-091418ef1e93,"Stephen Alstrup, Cyril Gavoille, Haim Kaplan & Theis Rauhe",NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-262d38f7ecb0,runs/final_discovery_run_v1/fdv1_public_probe_v1_008/qml-262d38f7ecb0,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_008/qml-262d38f7ecb0,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-092def506ea8,Nivasch,NO_CANDIDATE,UNKNOWN,coherent_boolean_oracle,explicit_combinatorial_problem,qml-bc0bd1660b01,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-bc0bd1660b01,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-bc0bd1660b01,REFORMULATE,PASS,False,UNKNOWN,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-093664f4c1d0,Brute-force search,NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-932b0fe9ce25,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-932b0fe9ce25,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-932b0fe9ce25,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-09992ae1c1cf,K Riesen,NO_CANDIDATE,UNKNOWN,local_graph_transition_oracle,explicit_graph_problem,qml-863471063694,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-863471063694,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-863471063694,REFORMULATE,PASS,False,UNKNOWN,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-09afce237c80,Ocone,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-bd11f0e97a45,runs/final_discovery_run_v1/fdv1_public_probe_v1_011/qml-bd11f0e97a45,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_011/qml-bd11f0e97a45,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0b2a097119eb,Ioannidou Kyriaki Mertzios George B. Nikolopoulos Stavros D.,NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-8b931c058c8f,runs/final_discovery_run_v1/fdv1_public_probe_v1_010/qml-8b931c058c8f,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_010/qml-8b931c058c8f,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0c191946968e,Hierarchical Navigable Small World (HNSW),quantum_walk_marked_vertex_search,UNKNOWN,coherent_markov_chain_walk_oracle,marked_markov_chain_search_problem,qml-5ef740526591,runs/final_discovery_run_v1/fdv1_registry_v1_probes_001/qml-5ef740526591,1,runs/final_discovery_run_v1/fdv1_registry_v1_probes_001/qml-5ef740526591,REFORMULATE,PASS,True,UNKNOWN,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0c4bb2ee3d02,Papadimitriou and M Yannakakis,NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-da23d46e8a49,runs/final_discovery_run_v1/fdv1_public_probe_v1_010/qml-da23d46e8a49,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_010/qml-da23d46e8a49,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0c5dd4ecb798,CHAZELLE 1986,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-49f17fe73e1b,runs/final_discovery_run_v1/fdv1_public_probe_v1_012/qml-49f17fe73e1b,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_012/qml-49f17fe73e1b,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0c64170bc697,String Graph (Myers),amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-d434719df3bb,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-d434719df3bb,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-d434719df3bb,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0c79aeac5219,Held–Karp algorithm,amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-316c9e99cfb4,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-316c9e99cfb4,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-316c9e99cfb4,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0cf28c1a822d,Thorup (reverse-delete),NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-454da21e3e2c,runs/final_discovery_run_v1/fdv1_public_probe_v1_004/qml-454da21e3e2c,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_004/qml-454da21e3e2c,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0d6863c2a084,Klein (section 5),NO_CANDIDATE,FULL_RESULT,local_graph_transition_oracle,explicit_graph_problem,qml-4d2ed2a03f30,runs/final_discovery_run_v1/fdv1_public_probe_v1_007/qml-4d2ed2a03f30,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_007/qml-4d2ed2a03f30,REFORMULATE,PASS,False,DIAGNOSTIC_ONLY,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0d7314698b80,"Niedermeier, Rossmanith",amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-f8653b1c5db3,runs/final_discovery_run_v1/fdv1_public_probe_v1_010/qml-f8653b1c5db3,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_010/qml-f8653b1c5db3,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0df7ee9acbf3,"de Bruijn Graph (Idury, Waterman)",amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-857ea011806c,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-857ea011806c,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_009/qml-857ea011806c,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0ed1bab56302,Salomon (Swath Method),amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-7500f162d685,runs/final_discovery_run_v1/fdv1_public_probe_v1_011/qml-7500f162d685,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_011/qml-7500f162d685,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
qfam-0f7cdb802935,"Stephen Alstrup, Cyril Gavoille, Haim Kaplan & Theis Rauhe",amplitude_amplification,FULL_RESULT,coherent_boolean_oracle,UNSPECIFIED,qml-c12b8f6a3e8c,runs/final_discovery_run_v1/fdv1_public_probe_v1_008/qml-c12b8f6a3e8c,1,runs/final_discovery_run_v1/fdv1_public_probe_v1_008/qml-c12b8f6a3e8c,DEMOTE_GENERIC,PASS,True,DIAGNOSTIC_ONLY,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE
