run_dir,shard,run,graph_status,claim_accepted,verdict,scope,route,claim_scope,selected,missing_obligations,blocking_barriers,unknown_blocking_barriers,generic_wrapper_motif,generic_estimation_motif,nontrivial_structure_count,weak_analogy_count,expert_questions_count,limitations_count,b_failures,b_unknowns,failed_graph_rules,unknown_graph_rules,node_count,edge_count,support_node_count,support_edge_count,parent_algorithm_name,probe_type,input_model,access_model,output_contract,statement_excerpt,heuristic_value_label,graph_value_label,non_authoritative_triage_priority_score
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-9b0452712189,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-9b0452712189,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_backtracking_tree_search,,,,False,False,1,1,6,6,,,,,69,73,38,44,String-Matching with Finite Automata,,implicit_backtracking_tree_problem,coherent_backtracking_tree_oracle,one_solution_leaf,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,79
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-a016f8127ae5,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-a016f8127ae5,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,1,7,7,,,,,71,74,37,43,HyperLogLog algorithm,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,77
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-a42d55da2417,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-a42d55da2417,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_backtracking_tree_search,,,,False,False,1,1,7,8,,,,,70,74,38,44,Bellare Active Learning,,implicit_backtracking_tree_problem,coherent_backtracking_tree_oracle,one_solution_leaf,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,80
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-bb7efcfe1b76,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-bb7efcfe1b76,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,2,10,10,,,,,72,77,37,43,Gosper's algorithm,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,80
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-c02d89772793,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-c02d89772793,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,3,8,8,,,,,71,76,37,43,HyperLogLog++,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,78
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-d7e1a85c0563,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-d7e1a85c0563,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_minimum_finding,,,,False,False,1,0,8,8,,,,,68,69,37,43,Hierarchical Navigable Small World (HNSW),,finite_candidate_set_problem,coherent_value_oracle,argmin_item,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,81
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-de14d3e2dbe8,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-de14d3e2dbe8,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_minimum_finding,,,,False,False,1,1,8,8,,,,,69,71,37,43,Yao,,finite_candidate_set_problem,coherent_value_oracle,argmin_item,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,81
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-ebfdcf90eb0c,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-ebfdcf90eb0c,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_backtracking_tree_search,,,,False,False,1,1,6,6,,,,,52,66,38,44,Two-way String-Matching Algorithm,,implicit_backtracking_tree_problem,coherent_backtracking_tree_oracle,one_solution_leaf,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,79
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-f3ad117fc69e,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-f3ad117fc69e,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,2,8,8,,,,,54,67,37,43,Pisinger,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,78
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-f59ba12e0e0f,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-f59ba12e0e0f,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,1,6,6,,,,,68,70,37,43,Nivasch,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,76
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-f87aca0b5474,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-f87aca0b5474,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_walk_marked_vertex_search,,,,False,False,1,1,8,9,,,,,70,74,39,45,Koiliaris and Xu,,marked_markov_chain_search_problem,coherent_markov_chain_walk_oracle,one_marked_vertex,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,81
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-fc461c503c99,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-fc461c503c99,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_backtracking_tree_search,,,,False,False,1,1,7,7,,,,,70,74,38,44,Ravikumar & Cohen Generative Models,,implicit_backtracking_tree_problem,coherent_backtracking_tree_oracle,one_solution_leaf,,HIGH_PRIORITY_EXPERT_REVIEW,HIGH_PRIORITY_EXPERT_REVIEW,80
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-051233347a5d,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-051233347a5d,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,0,7,7,,,,,64,63,34,40,Nivasch,,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-053332223827,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-053332223827,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,7,8,,,,,67,68,34,40,Hierarchical Navigable Small World (HNSW),,explicit_graph_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-09318864b678,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-09318864b678,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_estimation,,,,False,True,0,1,8,7,,,,,47,58,35,41,MotifSampler,,explicit_string_problem,coherent_estimation_oracle,additive_estimate,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_ESTIMATION_WRAPPER,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-0de210dd1964,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-0de210dd1964,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_estimation,,,,False,True,0,1,8,7,,,,,69,70,35,41,Melhorn's Approximation algorithm,,explicit_numerical_problem,coherent_estimation_oracle,additive_estimate,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_ESTIMATION_WRAPPER,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-229ab9d48a68,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-229ab9d48a68,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,0,6,7,,,,,66,65,34,40,Bentley–Ottmann algorithm,,explicit_geometry_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-2f26fdc62c56,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-2f26fdc62c56,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_estimation,,,,False,True,0,1,7,7,,,,,48,58,35,41,Lawrence Gibbs Sampling,,explicit_numerical_problem,coherent_estimation_oracle,additive_estimate,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_ESTIMATION_WRAPPER,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-482c8a5f2977,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-482c8a5f2977,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,6,6,,,,,67,68,34,40,MotifSampler,,explicit_string_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-638c0741ea6d,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-638c0741ea6d,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,0,7,8,,,,,68,67,34,40,Grigoryan,,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-99b4972422d2,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-99b4972422d2,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,3,7,8,,,,,68,70,34,40,Serang,,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-a1150e5c245f,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-a1150e5c245f,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,7,7,,,,,67,68,34,40,A* Algorithm,,explicit_graph_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-a906abc76fd8,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-a906abc76fd8,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,1,7,8,,,,,64,64,34,40,Pferschy,,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-bc30f499e4d9,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-bc30f499e4d9,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,9,8,,,,,66,67,34,40,Generalized Adaptive A* (GAA*),,explicit_graph_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-c48b763f39fb,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-c48b763f39fb,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,6,6,,,,,73,74,34,40,Bidirectional A* Algorithm,,explicit_graph_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-d1f7adead509,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-d1f7adead509,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,3,7,7,,,,,67,69,34,40,Jump Point Search (JPS),,explicit_graph_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-d83c1088dc68,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-d83c1088dc68,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,10,8,,,,,66,67,34,40,Fringe Saving A* (FSA*),,explicit_graph_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-dc0da9900dad,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-dc0da9900dad,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,False,False,1,1,7,7,,,,,68,69,34,40,Iterative Deepening A* (IDA*),,explicit_graph_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,USEFUL_SUBROUTINE_CANDIDATE,65
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-df8c4194b6dd,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-df8c4194b6dd,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,1,8,7,,,,,68,68,34,40,Dynamic Programming Algorithm (S. S. Godbole),,explicit_dynamic_programming_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-e38e3a81de5e,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-e38e3a81de5e,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,7,7,,,,,67,68,34,40,Lifelong Planning A* (LPA*),,explicit_graph_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1_review_candidates/USEFUL_SUBROUTINE_CANDIDATE/fdv1_public_probe_v1_001__qml-f054e83063bb,USEFUL_SUBROUTINE_CANDIDATE,fdv1_public_probe_v1_001__qml-f054e83063bb,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,7,7,,,,,66,67,34,40,Serang,,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,,USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
