run_dir,shard,run,graph_status,claim_accepted,verdict,scope,route,claim_scope,selected,missing_obligations,blocking_barriers,unknown_blocking_barriers,generic_wrapper_motif,generic_estimation_motif,nontrivial_structure_count,weak_analogy_count,expert_questions_count,limitations_count,b_failures,b_unknowns,failed_graph_rules,unknown_graph_rules,node_count,edge_count,support_node_count,support_edge_count,parent_algorithm_name,probe_type,input_model,access_model,output_contract,statement_excerpt,heuristic_value_label,screening_version,research_disposition,screening_reasons,hard_blockers,unknown_obligations,original_output_type,candidate_output_type,output_alignment,access_provided,access_required,access_upgrade_status,oracle_status,baseline_status,candidate_universe,graph_value_label,candidate_family_id,family_member_count,canonical_run,is_canonical_run,family_role
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-36c56c3f587e,fdv1_public_probe_v1_001,qml-36c56c3f587e,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_estimation,,,,False,True,0,1,6,7,,,,,47,57,35,41,Levinson–Durbin recursion,estimation_sampling_probe,explicit_numerical_problem,coherent_estimation_oracle,additive_estimate,"Levinson–Durbin recursion estimation-sampling probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe reformulates the row as estimating the mean, probability, count, or numerical quantit",GENERIC_ESTIMATION_WRAPPER,QAEG-screen-v0.1,DEMOTE_GENERIC,S5_GENERIC_WRAPPER;S1_OUTPUT_EXACT_OUTPUT_MATCH;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,SCALAR,SCALAR,EXACT_OUTPUT_MATCH,coherent_estimation_oracle,coherent_estimation_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,explicit_numerical_problem,GENERIC_ESTIMATION_WRAPPER,qfam-f5f63d77b534,1,qml-36c56c3f587e,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-3cec01feb19b,fdv1_public_probe_v1_001,qml-3cec01feb19b,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,3,7,7,,,,,56,48,14,13,Quick Kruskal algorithm,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Quick Kruskal algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or wit",REGISTRY_GAP_INTERESTING,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_DIAGNOSTIC_ONLY;S2_ACCESS_UNKNOWN;S3_ORACLE_UNKNOWN;S4_BASELINE_BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,FULL_RESULT,WITNESS,DIAGNOSTIC_ONLY,local_graph_transition_oracle,,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,explicit_graph_problem,REGISTRY_GAP_INTERESTING,qfam-0857ed4869f4,1,qml-3cec01feb19b,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-482c8a5f2977,fdv1_public_probe_v1_001,qml-482c8a5f2977,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,6,6,,,,,67,68,34,40,MotifSampler,search_witness_probe,explicit_string_problem,coherent_boolean_oracle,one_witness,"MotifSampler search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pa",USEFUL_SUBROUTINE_CANDIDATE,QAEG-screen-v0.1,DEMOTE_GENERIC,S5_GENERIC_WRAPPER;S1_OUTPUT_DIAGNOSTIC_ONLY;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,FULL_RESULT,WITNESS,DIAGNOSTIC_ONLY,coherent_boolean_oracle,coherent_boolean_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,UNSPECIFIED,GENERIC_GROVERIZATION,qfam-02582ffdca75,1,qml-482c8a5f2977,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-51000e7011fd,fdv1_public_probe_v1_001,qml-51000e7011fd,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,4,8,8,,,,,57,50,14,13,Fringe Saving A* (FSA*),graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Fringe Saving A* (FSA*) graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or wit",REGISTRY_GAP_INTERESTING,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_DIAGNOSTIC_ONLY;S2_ACCESS_UNKNOWN;S3_ORACLE_UNKNOWN;S4_BASELINE_BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,FULL_RESULT,WITNESS,DIAGNOSTIC_ONLY,local_graph_transition_oracle,,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,explicit_graph_problem,REGISTRY_GAP_INTERESTING,qfam-fd91e74494eb,1,qml-51000e7011fd,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-60570110a12d,fdv1_public_probe_v1_001,qml-60570110a12d,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_estimation,,,,False,True,0,2,8,8,,,,,67,69,35,41,Bareiss Algorithm,estimation_sampling_probe,explicit_numerical_problem,coherent_estimation_oracle,additive_estimate,"Bareiss Algorithm estimation-sampling probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe reformulates the row as estimating the mean, probability, count, or numerical quantity of a b",GENERIC_ESTIMATION_WRAPPER,QAEG-screen-v0.1,DEMOTE_GENERIC,S5_GENERIC_WRAPPER;S1_OUTPUT_EXACT_OUTPUT_MATCH;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,SCALAR,SCALAR,EXACT_OUTPUT_MATCH,coherent_estimation_oracle,coherent_estimation_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,explicit_numerical_problem,GENERIC_ESTIMATION_WRAPPER,qfam-8da31399e759,1,qml-60570110a12d,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-638c0741ea6d,fdv1_public_probe_v1_001,qml-638c0741ea6d,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,0,7,8,,,,,68,67,34,40,Grigoryan,search_witness_probe,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,"Grigoryan search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, patte",USEFUL_SUBROUTINE_CANDIDATE,QAEG-screen-v0.1,DEMOTE_GENERIC,S5_GENERIC_WRAPPER;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,WITNESS,UNKNOWN,coherent_boolean_oracle,coherent_boolean_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,UNSPECIFIED,GENERIC_GROVERIZATION,qfam-2abadd66bdcc,1,qml-638c0741ea6d,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-6c010398e626,fdv1_public_probe_v1_001,qml-6c010398e626,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,0,8,9,,,,,65,64,34,40,Brute-force search,search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Brute-force search search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path eleme",GENERIC_GROVERIZATION,QAEG-screen-v0.1,DEMOTE_GENERIC,S5_GENERIC_WRAPPER;S1_OUTPUT_DIAGNOSTIC_ONLY;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,FULL_RESULT,WITNESS,DIAGNOSTIC_ONLY,coherent_boolean_oracle,coherent_boolean_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,UNSPECIFIED,GENERIC_GROVERIZATION,qfam-02b7e2af6944,1,qml-6c010398e626,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-6c64d178e425,fdv1_public_probe_v1_001,qml-6c64d178e425,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,3,8,8,,,,,71,73,34,40,Wagner and Fischer,search_witness_probe,explicit_string_problem,coherent_boolean_oracle,one_witness,"Wagner and Fischer search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path eleme",GENERIC_GROVERIZATION,QAEG-screen-v0.1,DEMOTE_GENERIC,S5_GENERIC_WRAPPER;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,WITNESS,UNKNOWN,coherent_boolean_oracle,coherent_boolean_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,UNSPECIFIED,GENERIC_GROVERIZATION,qfam-581f35a0d69f,1,qml-6c64d178e425,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-778c43945090,fdv1_public_probe_v1_001,qml-778c43945090,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,0,4,8,7,,,,,57,49,14,13,Sedgewick Szymanski and Yao,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Sedgewick Szymanski and Yao graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or",REGISTRY_GAP_INTERESTING,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_DIAGNOSTIC_ONLY;S2_ACCESS_UNKNOWN;S3_ORACLE_UNKNOWN;S4_BASELINE_BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,FULL_RESULT,WITNESS,DIAGNOSTIC_ONLY,local_graph_transition_oracle,,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,explicit_graph_problem,REGISTRY_GAP_INTERESTING,qfam-95d19ac90330,1,qml-778c43945090,True,CANONICAL
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-81033f8c8760,fdv1_public_probe_v1_001,qml-81033f8c8760,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,2,8,8,,,,,36,36,14,13,Iterative Deepening A* (IDA*),graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Iterative Deepening A* (IDA*) graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, ",REGISTRY_GAP_INTERESTING,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_DIAGNOSTIC_ONLY;S2_ACCESS_UNKNOWN;S3_ORACLE_UNKNOWN;S4_BASELINE_BASELINE_UNVERIFIED,S0_B_CLAIM_NOT_ACCEPTED,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,FULL_RESULT,WITNESS,DIAGNOSTIC_ONLY,local_graph_transition_oracle,,UNKNOWN,UNKNOWN,BASELINE_UNVERIFIED,explicit_graph_problem,REGISTRY_GAP_INTERESTING,qfam-393e1a19bd74,1,qml-81033f8c8760,True,CANONICAL
