run_dir,shard,run,graph_status,claim_accepted,verdict,scope,route,claim_scope,selected,missing_obligations,blocking_barriers,unknown_blocking_barriers,generic_wrapper_motif,generic_estimation_motif,nontrivial_structure_count,weak_analogy_count,expert_questions_count,limitations_count,b_failures,b_unknowns,failed_graph_rules,unknown_graph_rules,node_count,edge_count,support_node_count,support_edge_count,parent_algorithm_name,probe_type,input_model,access_model,output_contract,statement_excerpt,heuristic_value_label,screening_version,research_disposition,screening_reasons,hard_blockers,unknown_obligations,original_output_type,candidate_output_type,output_alignment,access_provided,access_required,access_upgrade_status,oracle_status,baseline_status,candidate_universe,graph_value_label,candidate_family_id,family_member_count,canonical_run,is_canonical_run,family_role
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-6313da6094f1,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-6313da6094f1,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,2,8,8,,,,,76,81,37,43,Koiliaris and Xu,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,SCALAR,UNKNOWN,coherent_boolean_oracle,coherent_boolean_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,marked_set_counting_problem,HIGH_PRIORITY_EXPERT_REVIEW,qfam-862ad672310e,1,fdv1_registry_v1_probes_001__qml-6313da6094f1,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-6408632e0882,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-6408632e0882,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_minimum_finding,,,,False,False,1,1,7,8,,,,,71,74,37,43,Horowitz and Sahni,,finite_candidate_set_problem,coherent_value_oracle,argmin_item,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,WITNESS,UNKNOWN,coherent_value_oracle,coherent_value_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,finite_candidate_set_problem,HIGH_PRIORITY_EXPERT_REVIEW,qfam-045537b3211f,1,fdv1_registry_v1_probes_001__qml-6408632e0882,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-7a62c762abb4,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-7a62c762abb4,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_backtracking_tree_search,,,,False,False,1,1,7,7,,,,,71,75,38,44,Randomized HITS,,implicit_backtracking_tree_problem,coherent_backtracking_tree_oracle,one_solution_leaf,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,WITNESS,UNKNOWN,coherent_backtracking_tree_oracle,coherent_backtracking_tree_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,implicit_backtracking_tree_problem,HIGH_PRIORITY_EXPERT_REVIEW,qfam-a13490e526bf,1,fdv1_registry_v1_probes_001__qml-7a62c762abb4,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-82e88c56086e,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-82e88c56086e,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,1,10,9,,,,,68,70,37,43,Pferschy,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,SCALAR,UNKNOWN,coherent_boolean_oracle,coherent_boolean_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,UNSPECIFIED,HIGH_PRIORITY_EXPERT_REVIEW,qfam-ceb0c6f14ba4,1,fdv1_registry_v1_probes_001__qml-82e88c56086e,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-8bc6bfeb4e07,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-8bc6bfeb4e07,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_backtracking_tree_search,,,,False,False,1,1,7,8,,,,,71,75,38,44,Commentz-Walter Algorithm,,implicit_backtracking_tree_problem,coherent_backtracking_tree_oracle,one_solution_leaf,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,WITNESS,UNKNOWN,coherent_backtracking_tree_oracle,coherent_backtracking_tree_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,implicit_backtracking_tree_problem,HIGH_PRIORITY_EXPERT_REVIEW,qfam-ffb35955b55c,1,fdv1_registry_v1_probes_001__qml-8bc6bfeb4e07,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-919eae0c7381,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-919eae0c7381,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_walk_marked_vertex_search,,,,False,False,1,1,8,8,,,,,70,74,39,45,Ravikumar & Cohen Generative Models,,marked_markov_chain_search_problem,coherent_markov_chain_walk_oracle,one_marked_vertex,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,WITNESS,UNKNOWN,coherent_markov_chain_walk_oracle,coherent_markov_chain_walk_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,marked_markov_chain_search_problem,HIGH_PRIORITY_EXPERT_REVIEW,qfam-3df0181fbfd7,1,fdv1_registry_v1_probes_001__qml-919eae0c7381,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-9b0452712189,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-9b0452712189,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_backtracking_tree_search,,,,False,False,1,1,6,6,,,,,69,73,38,44,String-Matching with Finite Automata,,implicit_backtracking_tree_problem,coherent_backtracking_tree_oracle,one_solution_leaf,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,WITNESS,UNKNOWN,coherent_backtracking_tree_oracle,coherent_backtracking_tree_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,implicit_backtracking_tree_problem,HIGH_PRIORITY_EXPERT_REVIEW,qfam-c7655328dff4,1,fdv1_registry_v1_probes_001__qml-9b0452712189,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-a016f8127ae5,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-a016f8127ae5,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,1,7,7,,,,,71,74,37,43,HyperLogLog algorithm,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,SCALAR,UNKNOWN,coherent_boolean_oracle,coherent_boolean_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,marked_set_counting_problem,HIGH_PRIORITY_EXPERT_REVIEW,qfam-f0260d23ba09,1,fdv1_registry_v1_probes_001__qml-a016f8127ae5,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-a42d55da2417,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-a42d55da2417,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_backtracking_tree_search,,,,False,False,1,1,7,8,,,,,70,74,38,44,Bellare Active Learning,,implicit_backtracking_tree_problem,coherent_backtracking_tree_oracle,one_solution_leaf,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,WITNESS,UNKNOWN,coherent_backtracking_tree_oracle,coherent_backtracking_tree_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,implicit_backtracking_tree_problem,HIGH_PRIORITY_EXPERT_REVIEW,qfam-87083b82a2be,1,fdv1_registry_v1_probes_001__qml-a42d55da2417,True,CANONICAL
runs/final_discovery_run_v1_review_candidates/HIGH_PRIORITY_EXPERT_REVIEW/fdv1_registry_v1_probes_001__qml-bb7efcfe1b76,HIGH_PRIORITY_EXPERT_REVIEW,fdv1_registry_v1_probes_001__qml-bb7efcfe1b76,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,quantum_counting,,,,False,False,0,2,10,10,,,,,72,77,37,43,Gosper's algorithm,,marked_set_counting_problem,coherent_boolean_oracle,additive_count_estimate,,HIGH_PRIORITY_EXPERT_REVIEW,QAEG-screen-v0.1,REFORMULATE,S7_UNRESOLVED_REFORMULATION;S1_OUTPUT_UNKNOWN;S2_ACCESS_UNVERIFIED;S3_ORACLE_BLACK_BOX_ASSUMPTION;S4_BASELINE_BASELINE_UNVERIFIED,,S1_OUTPUT_RECOVERABILITY;S2_ACCESS_UPGRADE;S3_ORACLE_CONSTRUCTION;S4_BEST_BASELINE,UNKNOWN,SCALAR,UNKNOWN,coherent_boolean_oracle,coherent_boolean_oracle,UNVERIFIED,BLACK_BOX_ASSUMPTION,BASELINE_UNVERIFIED,UNSPECIFIED,HIGH_PRIORITY_EXPERT_REVIEW,qfam-e624042d775a,1,fdv1_registry_v1_probes_001__qml-bb7efcfe1b76,True,CANONICAL
