run_dir,shard,run,graph_status,claim_accepted,verdict,scope,route,claim_scope,selected,missing_obligations,blocking_barriers,unknown_blocking_barriers,generic_wrapper_motif,generic_estimation_motif,nontrivial_structure_count,weak_analogy_count,expert_questions_count,limitations_count,b_failures,b_unknowns,failed_graph_rules,unknown_graph_rules,node_count,edge_count,support_node_count,support_edge_count,parent_algorithm_name,probe_type,input_model,access_model,output_contract,statement_excerpt,heuristic_value_label,graph_value_label,non_authoritative_triage_priority_score
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-36c56c3f587e,fdv1_public_probe_v1_001,qml-36c56c3f587e,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_estimation,,,,False,True,0,1,6,7,,,,,47,57,35,41,Levinson–Durbin recursion,estimation_sampling_probe,explicit_numerical_problem,coherent_estimation_oracle,additive_estimate,"Levinson–Durbin recursion estimation-sampling probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe reformulates the row as estimating the mean, probability, count, or numerical quantit",GENERIC_ESTIMATION_WRAPPER,GENERIC_ESTIMATION_WRAPPER,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-3cec01feb19b,fdv1_public_probe_v1_001,qml-3cec01feb19b,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,3,7,7,,,,,56,48,14,13,Quick Kruskal algorithm,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Quick Kruskal algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or wit",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,40
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-482c8a5f2977,fdv1_public_probe_v1_001,qml-482c8a5f2977,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,6,6,,,,,67,68,34,40,MotifSampler,search_witness_probe,explicit_string_problem,coherent_boolean_oracle,one_witness,"MotifSampler search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pa",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-51000e7011fd,fdv1_public_probe_v1_001,qml-51000e7011fd,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,4,8,8,,,,,57,50,14,13,Fringe Saving A* (FSA*),graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Fringe Saving A* (FSA*) graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or wit",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,41
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-60570110a12d,fdv1_public_probe_v1_001,qml-60570110a12d,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_estimation,,,,False,True,0,2,8,8,,,,,67,69,35,41,Bareiss Algorithm,estimation_sampling_probe,explicit_numerical_problem,coherent_estimation_oracle,additive_estimate,"Bareiss Algorithm estimation-sampling probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe reformulates the row as estimating the mean, probability, count, or numerical quantity of a b",GENERIC_ESTIMATION_WRAPPER,GENERIC_ESTIMATION_WRAPPER,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-638c0741ea6d,fdv1_public_probe_v1_001,qml-638c0741ea6d,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,0,7,8,,,,,68,67,34,40,Grigoryan,search_witness_probe,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,"Grigoryan search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, patte",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-6c010398e626,fdv1_public_probe_v1_001,qml-6c010398e626,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,0,8,9,,,,,65,64,34,40,Brute-force search,search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Brute-force search search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path eleme",GENERIC_GROVERIZATION,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-6c64d178e425,fdv1_public_probe_v1_001,qml-6c64d178e425,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,3,8,8,,,,,71,73,34,40,Wagner and Fischer,search_witness_probe,explicit_string_problem,coherent_boolean_oracle,one_witness,"Wagner and Fischer search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path eleme",GENERIC_GROVERIZATION,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-778c43945090,fdv1_public_probe_v1_001,qml-778c43945090,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,0,4,8,7,,,,,57,49,14,13,Sedgewick Szymanski and Yao,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Sedgewick Szymanski and Yao graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,38
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-81033f8c8760,fdv1_public_probe_v1_001,qml-81033f8c8760,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,2,8,8,,,,,36,36,14,13,Iterative Deepening A* (IDA*),graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Iterative Deepening A* (IDA*) graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, ",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,41
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-8287dde0d63e,fdv1_public_probe_v1_001,qml-8287dde0d63e,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,4,8,7,,,,,42,42,14,13,Lifelong Planning A* (LPA*),graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Lifelong Planning A* (LPA*) graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,41
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-8de0a38c6e3c,fdv1_public_probe_v1_001,qml-8de0a38c6e3c,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,2,7,6,,,,,53,43,14,13,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",period_structure_probe,explicit_combinatorial_problem,coherent_boolean_oracle,exact_value,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf period-structure probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe isolates an actual period, cycle length, recurren",BLOCKED_BY_ACCESS_OR_OUTPUT,REGISTRY_GAP_INTERESTING,40
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-90d469bdf69c,fdv1_public_probe_v1_001,qml-90d469bdf69c,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,False,False,1,2,8,7,,,,,67,68,34,40,Kruskal’s algorithm with demand-sorting,search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Kruskal’s algorithm with demand-sorting search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, count",GENERIC_GROVERIZATION,USEFUL_SUBROUTINE_CANDIDATE,66
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-932b0fe9ce25,fdv1_public_probe_v1_001,qml-932b0fe9ce25,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,2,7,6,,,,,55,46,14,13,Brute-force search,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Brute-force search graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness ",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,40
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-968898387279,fdv1_public_probe_v1_001,qml-968898387279,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,3,4,6,6,,,,,45,47,14,13,Bidirectional A* Algorithm,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Bidirectional A* Algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or ",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,45
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-97c625b12d31,fdv1_public_probe_v1_001,qml-97c625b12d31,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,1,8,8,,,,,66,66,34,40,Karger Klein & Tarjan,search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Karger Klein & Tarjan search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path el",GENERIC_GROVERIZATION,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-99b4972422d2,fdv1_public_probe_v1_001,qml-99b4972422d2,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,3,7,8,,,,,68,70,34,40,Serang,search_witness_probe,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,"Serang search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pattern ",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-9af4c72f563b,fdv1_public_probe_v1_001,qml-9af4c72f563b,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,0,8,8,,,,,66,65,34,40,"Valentin Polishchuk, and Jukka Suomela",search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Valentin Polishchuk, and Jukka Suomela search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counte",GENERIC_GROVERIZATION,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-9af7b8c41ecf,fdv1_public_probe_v1_001,qml-9af7b8c41ecf,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,8,7,,,,,66,67,34,40,Quick Kruskal algorithm,search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Quick Kruskal algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path ",GENERIC_GROVERIZATION,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-a1150e5c245f,fdv1_public_probe_v1_001,qml-a1150e5c245f,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,7,7,,,,,67,68,34,40,A* Algorithm,search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"A* Algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, pa",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-a243fe45c28a,fdv1_public_probe_v1_001,qml-a243fe45c28a,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,3,7,7,,,,,55,47,14,13,Brute force,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Brute force graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subrout",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,40
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-a6c994f75425,fdv1_public_probe_v1_001,qml-a6c994f75425,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,2,4,6,5,,,,,42,44,14,13,A* Algorithm,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"A* Algorithm graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitting, path, or witness subrou",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,42
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-a906abc76fd8,fdv1_public_probe_v1_001,qml-a906abc76fd8,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,1,7,8,,,,,64,64,34,40,Pferschy,search_witness_probe,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,"Pferschy search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, patter",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-bc0bd1660b01,fdv1_public_probe_v1_001,qml-bc0bd1660b01,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,3,8,8,,,,,52,43,14,13,Nivasch,period_structure_probe,explicit_combinatorial_problem,coherent_boolean_oracle,exact_value,"Nivasch period-structure probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe isolates an actual period, cycle length, recurrence, or modular structure-finding subroutine. Original inp",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,41
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-bc30f499e4d9,fdv1_public_probe_v1_001,qml-bc30f499e4d9,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,9,8,,,,,66,67,34,40,Generalized Adaptive A* (GAA*),search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Generalized Adaptive A* (GAA*) search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-c48b763f39fb,fdv1_public_probe_v1_001,qml-c48b763f39fb,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,6,6,,,,,73,74,34,40,Bidirectional A* Algorithm,search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Bidirectional A* Algorithm search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, pa",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-c5224d639888,fdv1_public_probe_v1_001,qml-c5224d639888,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,3,4,6,6,,,,,45,46,15,14,Kruskal’s algorithm with demand-sorting,graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Kruskal’s algorithm with demand-sorting graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hitti",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,45
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-d1f7adead509,fdv1_public_probe_v1_001,qml-d1f7adead509,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,3,7,7,,,,,67,69,34,40,Jump Point Search (JPS),search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Jump Point Search (JPS) search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path ",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-d408fc60c0e0,fdv1_public_probe_v1_001,qml-d408fc60c0e0,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,3,8,8,,,,,71,73,34,40,Pisinger,search_witness_probe,explicit_combinatorial_problem,coherent_boolean_oracle,one_witness,"Pisinger search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path element, patter",GENERIC_GROVERIZATION,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-d662a15d863d,fdv1_public_probe_v1_001,qml-d662a15d863d,PASS,False,NEGATIVE,NONE,STOP,NONE,NO_CANDIDATE,,,,False,False,1,4,8,9,,,,,57,50,14,13,Hierarchical Navigable Small World (HNSW),graph_walk_probe,explicit_graph_problem,local_graph_transition_oracle,one_witness,"Hierarchical Navigable Small World (HNSW) graph-walk probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether local graph transitions and marked vertices or edges define a hit",REGISTRY_GAP_INTERESTING,REGISTRY_GAP_INTERESTING,41
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-d83c1088dc68,fdv1_public_probe_v1_001,qml-d83c1088dc68,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,2,10,8,,,,,66,67,34,40,Fringe Saving A* (FSA*),search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Fringe Saving A* (FSA*) search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample, path ",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-dc0da9900dad,fdv1_public_probe_v1_001,qml-dc0da9900dad,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,False,False,1,1,7,7,,,,,68,69,34,40,Iterative Deepening A* (IDA*),search_witness_probe,explicit_graph_problem,coherent_boolean_oracle,one_witness,"Iterative Deepening A* (IDA*) search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness, counterexample,",USEFUL_SUBROUTINE_CANDIDATE,USEFUL_SUBROUTINE_CANDIDATE,65
runs/final_discovery_run_v1/fdv1_public_probe_v1_001/qml-df8c4194b6dd,fdv1_public_probe_v1_001,qml-df8c4194b6dd,PASS,True,POSITIVE,QUERY,EXPERT_REVIEW,QUERY,amplitude_amplification,,,,True,False,0,1,8,7,,,,,68,68,34,40,Dynamic Programming Algorithm (S. S. Godbole),search_witness_probe,explicit_dynamic_programming_problem,coherent_boolean_oracle,one_witness,"Dynamic Programming Algorithm (S. S. Godbole) search-witness probe. This is a subroutine/query-model probe, not an end-to-end claim for the original algorithm. The probe asks whether a predicate over candidates can expose one valid witness,",USEFUL_SUBROUTINE_CANDIDATE,GENERIC_GROVERIZATION,0
