card_or_probe_id,algorithm_id,algorithm_name,source_id,url,title,source_type,access_status,reliability,digest
AW-000012-P0009,AW-000012,Serang,AW-000012:algorithm_wiki_metadata,https://www.liebertpub.com/doi/10.1089/cmb.2015.0013,AlgorithmWiki metadata for Serang,algorithm_wiki,metadata_only,HIGH,0aaa3098ab69ddf8
AW-000012-P0009,AW-000012,Serang,crossref:bd32e115c96e5e62,https://doi.org/10.1089/cmb.2015.0013,A Fast Numerical Method for Max-Convolution and the Application to Efficient Max-Product Inference in Bayesian Networks,doi_metadata,fetched,HIGH,d406fb5a0c2a98a8
AW-000012-P0009,AW-000012,Serang,failed:6a0c9e778fcaec47,https://www.liebertpub.com/doi/10.1089/cmb.2015.0013,HTTP Error 403: Forbidden,other_public_source,failed,LOW,d62fd096634bd954
AW-000012,AW-000012,Serang,AW-000012:algorithm_wiki_metadata,https://www.liebertpub.com/doi/10.1089/cmb.2015.0013,AlgorithmWiki metadata for Serang,algorithm_wiki,metadata_only,HIGH,0aaa3098ab69ddf8
AW-000012,AW-000012,Serang,crossref:bd32e115c96e5e62,https://doi.org/10.1089/cmb.2015.0013,A Fast Numerical Method for Max-Convolution and the Application to Efficient Max-Product Inference in Bayesian Networks,doi_metadata,fetched,HIGH,d406fb5a0c2a98a8
AW-000012,AW-000012,Serang,failed:6a0c9e778fcaec47,https://www.liebertpub.com/doi/10.1089/cmb.2015.0013,HTTP Error 403: Forbidden,other_public_source,failed,LOW,d62fd096634bd954
AW-000014-P0010,AW-000014,"Valentin Polishchuk, and Jukka Suomela",AW-000014:algorithm_wiki_metadata,https://arxiv.org/pdf/0812.4893.pdf,"AlgorithmWiki metadata for Valentin Polishchuk, and Jukka Suomela",algorithm_wiki,metadata_only,HIGH,fc12c71ba1485828
AW-000014-P0010,AW-000014,"Valentin Polishchuk, and Jukka Suomela",arxiv:0812.4893,https://arxiv.org/abs/0812.4893,Almost stable matchings in constant time,arxiv_abstract,fetched,HIGH,a79065e6d51274b4
AW-000014-P0011,AW-000014,"Valentin Polishchuk, and Jukka Suomela",AW-000014:algorithm_wiki_metadata,https://arxiv.org/pdf/0812.4893.pdf,"AlgorithmWiki metadata for Valentin Polishchuk, and Jukka Suomela",algorithm_wiki,metadata_only,HIGH,fc12c71ba1485828
AW-000014-P0011,AW-000014,"Valentin Polishchuk, and Jukka Suomela",arxiv:0812.4893,https://arxiv.org/abs/0812.4893,Almost stable matchings in constant time,arxiv_abstract,fetched,HIGH,a79065e6d51274b4
AW-000014,AW-000014,"Valentin Polishchuk, and Jukka Suomela",AW-000014:algorithm_wiki_metadata,https://arxiv.org/pdf/0812.4893.pdf,"AlgorithmWiki metadata for Valentin Polishchuk, and Jukka Suomela",algorithm_wiki,metadata_only,HIGH,fc12c71ba1485828
AW-000014,AW-000014,"Valentin Polishchuk, and Jukka Suomela",arxiv:0812.4893,https://arxiv.org/abs/0812.4893,Almost stable matchings in constant time,arxiv_abstract,fetched,HIGH,a79065e6d51274b4
AW-000016-P0012,AW-000016,Lawrence Gibbs Sampling,AW-000016:algorithm_wiki_metadata,https://science.sciencemag.org/content/262/5131/208,AlgorithmWiki metadata for Lawrence Gibbs Sampling,algorithm_wiki,metadata_only,HIGH,c4acce0fb6b048ac
AW-000016-P0012,AW-000016,Lawrence Gibbs Sampling,failed:2e0c2b897665b152,https://science.sciencemag.org/content/262/5131/208,HTTP Error 403: Forbidden,other_public_source,failed,LOW,899e17e8d643e766
AW-000016,AW-000016,Lawrence Gibbs Sampling,AW-000016:algorithm_wiki_metadata,https://science.sciencemag.org/content/262/5131/208,AlgorithmWiki metadata for Lawrence Gibbs Sampling,algorithm_wiki,metadata_only,HIGH,c4acce0fb6b048ac
AW-000016,AW-000016,Lawrence Gibbs Sampling,failed:2e0c2b897665b152,https://science.sciencemag.org/content/262/5131/208,HTTP Error 403: Forbidden,other_public_source,failed,LOW,899e17e8d643e766
AW-000017-P0013,AW-000017,MotifSampler,AW-000017:algorithm_wiki_metadata,https://www.ncbi.nlm.nih.gov/pubmed/12015892,AlgorithmWiki metadata for MotifSampler,algorithm_wiki,metadata_only,HIGH,bfe7816330b53f95
AW-000017-P0013,AW-000017,MotifSampler,source:3733050a6e0fc191,https://www.ncbi.nlm.nih.gov/pubmed/12015892,A Gibbs sampling method to detect overrepresented motifs in the upstream regions of coexpressed genes - PubMed,other_public_source,fetched,LOW,a109f458cc4a5208
AW-000017-P0014,AW-000017,MotifSampler,AW-000017:algorithm_wiki_metadata,https://www.ncbi.nlm.nih.gov/pubmed/12015892,AlgorithmWiki metadata for MotifSampler,algorithm_wiki,metadata_only,HIGH,bfe7816330b53f95
AW-000017-P0014,AW-000017,MotifSampler,source:3733050a6e0fc191,https://www.ncbi.nlm.nih.gov/pubmed/12015892,A Gibbs sampling method to detect overrepresented motifs in the upstream regions of coexpressed genes - PubMed,other_public_source,fetched,LOW,a109f458cc4a5208
AW-000017,AW-000017,MotifSampler,AW-000017:algorithm_wiki_metadata,https://www.ncbi.nlm.nih.gov/pubmed/12015892,AlgorithmWiki metadata for MotifSampler,algorithm_wiki,metadata_only,HIGH,bfe7816330b53f95
AW-000017,AW-000017,MotifSampler,source:3733050a6e0fc191,https://www.ncbi.nlm.nih.gov/pubmed/12015892,A Gibbs sampling method to detect overrepresented motifs in the upstream regions of coexpressed genes - PubMed,other_public_source,fetched,LOW,a109f458cc4a5208
AW-000018,AW-000018,tree-structured vector quantization Wei-Levoy,AW-000018:algorithm_wiki_metadata,https://dl.acm.org/doi/abs/10.1145/344779.345009,AlgorithmWiki metadata for tree-structured vector quantization Wei-Levoy,algorithm_wiki,metadata_only,HIGH,d93fedff730a4b92
AW-000018,AW-000018,tree-structured vector quantization Wei-Levoy,crossref:2ad5350d62e3e894,https://doi.org/10.1145/344779.345009,Fast texture synthesis using tree-structured vector quantization,doi_metadata,fetched,HIGH,73d366eb44ab031b
AW-000018,AW-000018,tree-structured vector quantization Wei-Levoy,failed:c8e94cad5a566d15,https://dl.acm.org/doi/abs/10.1145/344779.345009,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,fdce827306e03304
AW-000019-P0015,AW-000019,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",AW-000019:algorithm_wiki_metadata,https://arxiv.org/abs/1705.06566,"AlgorithmWiki metadata for Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",algorithm_wiki,metadata_only,HIGH,6fd1335acb7e0639
AW-000019-P0015,AW-000019,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",arxiv:1705.06566,https://arxiv.org/abs/1705.06566,Learning Texture Manifolds with the Periodic Spatial GAN,arxiv_abstract,fetched,HIGH,5afa0153e551ea96
AW-000019-P0015,AW-000019,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",source:7a69b88a8d17408c,https://arxiv.org/abs/1705.06566,[1705.06566] Learning Texture Manifolds with the Periodic Spatial GAN,arxiv_abstract,fetched,HIGH,84619355606bf85d
AW-000019,AW-000019,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",AW-000019:algorithm_wiki_metadata,https://arxiv.org/abs/1705.06566,"AlgorithmWiki metadata for Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",algorithm_wiki,metadata_only,HIGH,6fd1335acb7e0639
AW-000019,AW-000019,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",arxiv:1705.06566,https://arxiv.org/abs/1705.06566,Learning Texture Manifolds with the Periodic Spatial GAN,arxiv_abstract,fetched,HIGH,5afa0153e551ea96
AW-000019,AW-000019,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",source:7a69b88a8d17408c,https://arxiv.org/abs/1705.06566,[1705.06566] Learning Texture Manifolds with the Periodic Spatial GAN,arxiv_abstract,fetched,HIGH,84619355606bf85d
AW-000020-P0016,AW-000020,Grigoryan,AW-000020:algorithm_wiki_metadata,https://arxiv.org/abs/1912.05935,AlgorithmWiki metadata for Grigoryan,algorithm_wiki,metadata_only,HIGH,b2b6b6ac3b0ae479
AW-000020-P0016,AW-000020,Grigoryan,arxiv:1912.05935,https://arxiv.org/abs/1912.05935,Linear algorithm for solution n-Queens Completion problem,arxiv_abstract,fetched,HIGH,2c9abd03569c185c
AW-000020-P0016,AW-000020,Grigoryan,source:4c1c5da8d55f8915,https://arxiv.org/abs/1912.05935,[1912.05935] Linear algorithm for solution n-Queens Completion problem,arxiv_abstract,fetched,HIGH,cffb592fd67d9820
AW-000020,AW-000020,Grigoryan,AW-000020:algorithm_wiki_metadata,https://arxiv.org/abs/1912.05935,AlgorithmWiki metadata for Grigoryan,algorithm_wiki,metadata_only,HIGH,b2b6b6ac3b0ae479
AW-000020,AW-000020,Grigoryan,arxiv:1912.05935,https://arxiv.org/abs/1912.05935,Linear algorithm for solution n-Queens Completion problem,arxiv_abstract,fetched,HIGH,2c9abd03569c185c
AW-000020,AW-000020,Grigoryan,source:4c1c5da8d55f8915,https://arxiv.org/abs/1912.05935,[1912.05935] Linear algorithm for solution n-Queens Completion problem,arxiv_abstract,fetched,HIGH,cffb592fd67d9820
AW-000021-P0017,AW-000021,Sedgewick Szymanski and Yao,AW-000021:algorithm_wiki_metadata,https://epubs.siam.org/doi/abs/10.1137/0211030?journalCode=smjcat,AlgorithmWiki metadata for Sedgewick Szymanski and Yao,algorithm_wiki,metadata_only,HIGH,e1b9b26a1f02d4df
AW-000021-P0017,AW-000021,Sedgewick Szymanski and Yao,crossref:de04ee6ed00d1944,https://doi.org/10.1137/0211030,The Complexity of Finding Cycles in Periodic Functions,doi_metadata,fetched,HIGH,e0b505a9bd388be8
AW-000021-P0017,AW-000021,Sedgewick Szymanski and Yao,failed:2de0182482f02a4f,https://epubs.siam.org/doi/abs/10.1137/0211030?journalCode=smjcat,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,4a2574ca36bdf38f
AW-000021-P0018,AW-000021,Sedgewick Szymanski and Yao,AW-000021:algorithm_wiki_metadata,https://epubs.siam.org/doi/abs/10.1137/0211030?journalCode=smjcat,AlgorithmWiki metadata for Sedgewick Szymanski and Yao,algorithm_wiki,metadata_only,HIGH,e1b9b26a1f02d4df
AW-000021-P0018,AW-000021,Sedgewick Szymanski and Yao,crossref:de04ee6ed00d1944,https://doi.org/10.1137/0211030,The Complexity of Finding Cycles in Periodic Functions,doi_metadata,fetched,HIGH,e0b505a9bd388be8
AW-000021-P0018,AW-000021,Sedgewick Szymanski and Yao,failed:2de0182482f02a4f,https://epubs.siam.org/doi/abs/10.1137/0211030?journalCode=smjcat,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,4a2574ca36bdf38f
AW-000021,AW-000021,Sedgewick Szymanski and Yao,AW-000021:algorithm_wiki_metadata,https://epubs.siam.org/doi/abs/10.1137/0211030?journalCode=smjcat,AlgorithmWiki metadata for Sedgewick Szymanski and Yao,algorithm_wiki,metadata_only,HIGH,e1b9b26a1f02d4df
AW-000021,AW-000021,Sedgewick Szymanski and Yao,crossref:de04ee6ed00d1944,https://doi.org/10.1137/0211030,The Complexity of Finding Cycles in Periodic Functions,doi_metadata,fetched,HIGH,e0b505a9bd388be8
AW-000021,AW-000021,Sedgewick Szymanski and Yao,failed:2de0182482f02a4f,https://epubs.siam.org/doi/abs/10.1137/0211030?journalCode=smjcat,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,4a2574ca36bdf38f
AW-000022-P0019,AW-000022,Nivasch,AW-000022:algorithm_wiki_metadata,https://drive.google.com/file/d/16H_lrjeaBJqWvcn07C_w-6VNHldJ-ZZl/view,AlgorithmWiki metadata for Nivasch,algorithm_wiki,metadata_only,HIGH,4fe0189e2853ca0a
AW-000022-P0019,AW-000022,Nivasch,source:a7c350166579a214,https://drive.google.com/file/d/16H_lrjeaBJqWvcn07C_w-6VNHldJ-ZZl/view,cycleDet.pdf - Google Drive,other_public_source,fetched,LOW,503df303d6130bf9
AW-000022-P0020,AW-000022,Nivasch,AW-000022:algorithm_wiki_metadata,https://drive.google.com/file/d/16H_lrjeaBJqWvcn07C_w-6VNHldJ-ZZl/view,AlgorithmWiki metadata for Nivasch,algorithm_wiki,metadata_only,HIGH,4fe0189e2853ca0a
AW-000022-P0020,AW-000022,Nivasch,source:a7c350166579a214,https://drive.google.com/file/d/16H_lrjeaBJqWvcn07C_w-6VNHldJ-ZZl/view,cycleDet.pdf - Google Drive,other_public_source,fetched,LOW,503df303d6130bf9
AW-000022,AW-000022,Nivasch,AW-000022:algorithm_wiki_metadata,https://drive.google.com/file/d/16H_lrjeaBJqWvcn07C_w-6VNHldJ-ZZl/view,AlgorithmWiki metadata for Nivasch,algorithm_wiki,metadata_only,HIGH,4fe0189e2853ca0a
AW-000022,AW-000022,Nivasch,source:a7c350166579a214,https://drive.google.com/file/d/16H_lrjeaBJqWvcn07C_w-6VNHldJ-ZZl/view,cycleDet.pdf - Google Drive,other_public_source,fetched,LOW,503df303d6130bf9
AW-000023,AW-000023,Insertion Sort,AW-000023:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Insertion Sort,algorithm_wiki,metadata_only,HIGH,883411ac19a146f6
AW-000024,AW-000024,Selection Sort,AW-000024:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Selection Sort,algorithm_wiki,metadata_only,HIGH,767118486f91495c
AW-000025,AW-000025,Merge Sort,AW-000025:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Merge Sort,algorithm_wiki,metadata_only,HIGH,d0608b69402eda9d
AW-000026,AW-000026,Bubble Sort,AW-000026:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Bubble Sort,algorithm_wiki,metadata_only,HIGH,afbf8c561cc3829f
AW-000026,AW-000026,Bubble Sort,wikipedia:a31c3ef01f0fc2af,https://en.wikipedia.org/wiki/Bubble_sort_algorithm,Bubble sort algorithm,wikipedia,fetched,MEDIUM,c3d12521f13bc56b
AW-000027,AW-000027,Intro Sort,AW-000027:algorithm_wiki_metadata,https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291097-024X%28199708%2927%3A8%3C983%3A%3AAID-SPE117%3E3.0.CO%3B2-%23,AlgorithmWiki metadata for Intro Sort,algorithm_wiki,metadata_only,HIGH,3de1318e492c041b
AW-000027,AW-000027,Intro Sort,failed:9c3d4b42f1ce6b3c,https://doi.org/10.1002/(SICI)1097-024X(199708)27:8,HTTP Error 404: Not Found,doi_metadata,failed,LOW,bb5b818cb6129de7
AW-000027,AW-000027,Intro Sort,failed:b6a9914d44289210,https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291097-024X%28199708%2927%3A8%3C983%3A%3AAID-SPE117%3E3.0.CO%3B2-%23,HTTP Error 403: Forbidden,other_public_source,failed,LOW,01a8fa4c29012472
AW-000028,AW-000028,Heap Sort,AW-000028:algorithm_wiki_metadata,https://www.bibsonomy.org/bibtex/2f485e4ea9a877871b59ab503151a7f10/bjoern,AlgorithmWiki metadata for Heap Sort,algorithm_wiki,metadata_only,HIGH,758d63205eec9099
AW-000028,AW-000028,Heap Sort,source:56addd42a58ed5b8,https://www.bibsonomy.org/bibtex/2f485e4ea9a877871b59ab503151a7f10/bjoern,BibSonomy,other_public_source,fetched,LOW,8d755954449b1743
AW-000029,AW-000029,Counting Sort,AW-000029:algorithm_wiki_metadata,http://bitsavers.org/pdf/mit/whirlwind/R-series/R-232_Information_Sorting_in_the_Application_of_Electronic_Digital_Computers_to_Business_Operations_May54.pdf,AlgorithmWiki metadata for Counting Sort,algorithm_wiki,metadata_only,HIGH,e84659b1689c7aa5
AW-000030,AW-000030,Bucket Sort,AW-000030:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Bucket Sort,algorithm_wiki,metadata_only,HIGH,75f32bec312f1f81
AW-000031,AW-000031,Radix Sort,AW-000031:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Radix Sort,algorithm_wiki,metadata_only,HIGH,4c25f6ee219cf1b9
AW-000032,AW-000032,Naive Selection,AW-000032:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Naive Selection,algorithm_wiki,metadata_only,HIGH,8a3227577d73f26e
AW-000033,AW-000033,Hoare's Selection Algorithm (QuickSelect),AW-000033:algorithm_wiki_metadata,https://dl.acm.org/citation.cfm?doid=366622.366647,AlgorithmWiki metadata for Hoare's Selection Algorithm (QuickSelect),algorithm_wiki,metadata_only,HIGH,61eefdb052230ebc
AW-000033,AW-000033,Hoare's Selection Algorithm (QuickSelect),failed:10e599dbba9c5958,https://dl.acm.org/citation.cfm?doid=366622.366647,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,0bf7711c9d66dfde
AW-000035-P0021,AW-000035,Dynamic Programming Algorithm (S. S. Godbole),AW-000035:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Dynamic Programming Algorithm (S. S. Godbole),algorithm_wiki,metadata_only,HIGH,6bf7f339d0965a27
AW-000035,AW-000035,Dynamic Programming Algorithm (S. S. Godbole),AW-000035:algorithm_wiki_metadata,-,AlgorithmWiki metadata for Dynamic Programming Algorithm (S. S. Godbole),algorithm_wiki,metadata_only,HIGH,6bf7f339d0965a27
AW-000036-P0022,AW-000036,Wagner and Fischer,AW-000036:algorithm_wiki_metadata,https://dl.acm.org/citation.cfm?doid=321796.321811,AlgorithmWiki metadata for Wagner and Fischer,algorithm_wiki,metadata_only,HIGH,57e8752147b92f62
AW-000036-P0022,AW-000036,Wagner and Fischer,failed:e9f9beafae98d4e6,https://dl.acm.org/citation.cfm?doid=321796.321811,HTTP Error 403: Forbidden,publisher_abstract,failed,LOW,4326f277e0ccf27b
