probe_id,parent_algorithm_id,parent_algorithm_name,public_probe_path,metadata_probe_path,evidence_path,source_pass,merge_action,card_digest,confidence_score,introduced_assumptions,not_end_to_end_claim,original_output_contract,probe_output_contract,probe_type,source_count
AW-000014-P0011,AW-000014,"Valentin Polishchuk, and Jukka Suomela",corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000014-P0011.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000014-P0011.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000014-P0011.evidence.yaml,v1,include,476b4a70b98248dc,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,2
AW-000016-P0012,AW-000016,Lawrence Gibbs Sampling,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000016-P0012.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000016-P0012.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000016-P0012.evidence.yaml,v1,include,de860b4eb895b477,100,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,True,approximation_solution,additive_estimate,estimation_sampling_probe,2
AW-000017-P0013,AW-000017,MotifSampler,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000017-P0013.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000017-P0013.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000017-P0013.evidence.yaml,v1,include,dd809b959cd1175d,65,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,2
AW-000017-P0014,AW-000017,MotifSampler,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000017-P0014.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000017-P0014.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000017-P0014.evidence.yaml,v1,include,a744bd0d52795d2a,65,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,True,full_solution,additive_estimate,estimation_sampling_probe,2
AW-000019-P0015,AW-000019,"Spatial GAN-Based Urs Bergmann, Nikolay Jetchev, Roland Vollgraf",corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000019-P0015.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000019-P0015.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000019-P0015.evidence.yaml,v1,include,f0e2648da04518b1,100,periodic_structure; coherent_function_access,True,full_solution,exact_value,period_structure_probe,3
AW-000020-P0016,AW-000020,Grigoryan,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000020-P0016.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000020-P0016.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000020-P0016.evidence.yaml,v1,include,14f461ee10a88643,75,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,one_witness,one_witness,search_witness_probe,3
AW-000021-P0017,AW-000021,Sedgewick Szymanski and Yao,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000021-P0017.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000021-P0017.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000021-P0017.evidence.yaml,v1,include,109a3054793ec567,65,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,path_or_tree,one_witness,search_witness_probe,3
AW-000021-P0018,AW-000021,Sedgewick Szymanski and Yao,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000021-P0018.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000021-P0018.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000021-P0018.evidence.yaml,v1,include,bbfddfbfec94a352,65,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,path_or_tree,one_witness,graph_walk_probe,3
AW-000022-P0019,AW-000022,Nivasch,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000022-P0019.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000022-P0019.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000022-P0019.evidence.yaml,v1,include,ccc95d15fbf81403,65,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,one_witness,one_witness,search_witness_probe,2
AW-000022-P0020,AW-000022,Nivasch,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000022-P0020.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000022-P0020.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000022-P0020.evidence.yaml,v1,include,b0bb330e3e522eab,65,periodic_structure; coherent_function_access,True,one_witness,exact_value,period_structure_probe,2
AW-000035-P0021,AW-000035,Dynamic Programming Algorithm (S. S. Godbole),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000035-P0021.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000035-P0021.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000035-P0021.evidence.yaml,v1,include,e8716e8d74548689,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000036-P0022,AW-000036,Wagner and Fischer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000036-P0022.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000036-P0022.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000036-P0022.evidence.yaml,v1,include,f3855bd51541bdc7,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,2
AW-000046-P0023,AW-000046,Brute-force search,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000046-P0023.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000046-P0023.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000046-P0023.evidence.yaml,v1,include,9330bad5eea284f7,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000046-P0024,AW-000046,Brute-force search,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000046-P0024.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000046-P0024.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000046-P0024.evidence.yaml,v1,include,6b6dbdb2491301c1,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000047-P0025,AW-000047,Brute force,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000047-P0025.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000047-P0025.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000047-P0025.evidence.yaml,v1,include,e90d5ff0e1664735,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000047-P0026,AW-000047,Brute force,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000047-P0026.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000047-P0026.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000047-P0026.evidence.yaml,v1,include,b2b920602026cffb,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000055-P0027,AW-000055,Levinson–Durbin recursion,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000055-P0027.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000055-P0027.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000055-P0027.evidence.yaml,v1,include,8d82645bab531ec6,70,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,True,estimate,additive_estimate,estimation_sampling_probe,3
AW-000056-P0028,AW-000056,Bareiss Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000056-P0028.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000056-P0028.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000056-P0028.evidence.yaml,v1,include,a04ea61e84dfe7e1,70,coherent_estimation_oracle; bounded_random_variable; coherent_sampler,True,estimate,additive_estimate,estimation_sampling_probe,3
AW-000058-P0029,AW-000058,Naive,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000058-P0029.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000058-P0029.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000058-P0029.evidence.yaml,v1,include,36491d3b7dc484e3,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000059-P0030,AW-000059,Bentley–Ottmann algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000059-P0030.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000059-P0030.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000059-P0030.evidence.yaml,v1,include,bf369d91728d74fe,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,3
AW-000060-P0031,AW-000060,Kruskal’s algorithm with demand-sorting,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000060-P0031.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000060-P0031.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000060-P0031.evidence.yaml,v1,include,c4eed5ba727da50c,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,path_or_tree,one_witness,search_witness_probe,3
AW-000060-P0032,AW-000060,Kruskal’s algorithm with demand-sorting,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000060-P0032.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000060-P0032.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000060-P0032.evidence.yaml,v1,include,ea6b990e81aff710,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,path_or_tree,one_witness,graph_walk_probe,3
AW-000061-P0033,AW-000061,Quick Kruskal algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000061-P0033.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000061-P0033.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000061-P0033.evidence.yaml,v1,include,fcec278f91ae9097,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,path_or_tree,one_witness,search_witness_probe,2
AW-000061-P0034,AW-000061,Quick Kruskal algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000061-P0034.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000061-P0034.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000061-P0034.evidence.yaml,v1,include,67b8e1e09af2b530,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,path_or_tree,one_witness,graph_walk_probe,2
AW-000062-P0035,AW-000062,Karger Klein & Tarjan,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000062-P0035.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000062-P0035.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000062-P0035.evidence.yaml,v1,include,c6f13b5147492926,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000062-P0036,AW-000062,Karger Klein & Tarjan,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000062-P0036.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000062-P0036.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000062-P0036.evidence.yaml,v1,include,0bfbb7ae52657904,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000067-P0037,AW-000067,A* Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000067-P0037.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000067-P0037.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000067-P0037.evidence.yaml,v1,include,2bbddaf225ef9ae2,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,2
AW-000067-P0038,AW-000067,A* Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000067-P0038.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000067-P0038.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000067-P0038.evidence.yaml,v1,include,22ab6e68c5b5d76c,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,2
AW-000068-P0039,AW-000068,Bidirectional A* Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000068-P0039.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000068-P0039.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000068-P0039.evidence.yaml,v1,include,fecff1a88421d7a9,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000068-P0040,AW-000068,Bidirectional A* Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000068-P0040.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000068-P0040.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000068-P0040.evidence.yaml,v1,include,f6648f5e5441aa92,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000069-P0041,AW-000069,Fringe Saving A* (FSA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000069-P0041.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000069-P0041.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000069-P0041.evidence.yaml,v1,include,33bd7ebc0ede4961,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000069-P0042,AW-000069,Fringe Saving A* (FSA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000069-P0042.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000069-P0042.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000069-P0042.evidence.yaml,v1,include,0cde57e191d95c31,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000070-P0043,AW-000070,Generalized Adaptive A* (GAA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000070-P0043.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000070-P0043.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000070-P0043.evidence.yaml,v1,include,ad9283aed622a00b,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000070-P0044,AW-000070,Generalized Adaptive A* (GAA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000070-P0044.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000070-P0044.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000070-P0044.evidence.yaml,v1,include,12b61e05c86f6596,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000071-P0045,AW-000071,Iterative Deepening A* (IDA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000071-P0045.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000071-P0045.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000071-P0045.evidence.yaml,v1,include,3ead4e4798ee1d9a,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,2
AW-000071-P0046,AW-000071,Iterative Deepening A* (IDA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000071-P0046.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000071-P0046.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000071-P0046.evidence.yaml,v1,include,1426d996391aa644,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,2
AW-000072-P0047,AW-000072,Jump Point Search (JPS),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000072-P0047.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000072-P0047.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000072-P0047.evidence.yaml,v1,include,f465760ef79f066d,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000072-P0048,AW-000072,Jump Point Search (JPS),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000072-P0048.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000072-P0048.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000072-P0048.evidence.yaml,v1,include,f9e1ebd1718cf1fa,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000073-P0049,AW-000073,Lifelong Planning A* (LPA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000073-P0049.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000073-P0049.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000073-P0049.evidence.yaml,v1,include,ff803c4d395db136,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000073-P0050,AW-000073,Lifelong Planning A* (LPA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000073-P0050.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000073-P0050.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000073-P0050.evidence.yaml,v1,include,5ba197b9db8de7fa,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000074-P0051,AW-000074,Simplified Memory-Bounded A* (SMA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000074-P0051.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000074-P0051.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000074-P0051.evidence.yaml,v1,include,af467f53559f46e1,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000074-P0052,AW-000074,Simplified Memory-Bounded A* (SMA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000074-P0052.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000074-P0052.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000074-P0052.evidence.yaml,v1,include,76f240a2916b76f6,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000075-P0053,AW-000075,Theta*,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000075-P0053.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000075-P0053.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000075-P0053.evidence.yaml,v1,include,ed6178a459b544ad,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000075-P0054,AW-000075,Theta*,corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000075-P0054.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000075-P0054.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000075-P0054.evidence.yaml,v1,include,42b24f1377b568e9,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
AW-000076-P0055,AW-000076,Anytime Repairing A* (ARA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000076-P0055.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000076-P0055.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000076-P0055.evidence.yaml,v1,include,1be90eb9841f5422,100,coherent_boolean_oracle; marked_item_exists; candidate_indexing,True,full_solution,one_witness,search_witness_probe,1
AW-000076-P0056,AW-000076,Anytime Repairing A* (ARA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_probe\AW-000076-P0056.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_probe\AW-000076-P0056.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000076-P0056.evidence.yaml,v1,include,93c47744ee9e155d,100,local_graph_transition_oracle; marked_vertex_or_edge; query_model_subroutine,True,full_solution,one_witness,graph_walk_probe,1
