id,kind,public_path,metadata_path,public_field_set_exactly_seven,public_validation_ok,leakage_free,concrete_problem_task,concrete_input,concrete_output,complexity_included,no_generic_template_phrase,known_input_access_output,source_trace_present,probe_assumptions_explicit,probe_not_end_to_end_explicit,parent_trace_present,recommended_action,severity,issue_codes,human_review_summary
AW-000244-SP0011,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000244-SP0011.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000244-SP0011.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000245-SP0012,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000245-SP0012.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000245-SP0012.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000422-SP0013,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000422-SP0013.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000422-SP0013.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000422-SP0014,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000422-SP0014.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000422-SP0014.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000426-SP0015,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000426-SP0015.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000426-SP0015.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000432-SP0016,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000432-SP0016.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000432-SP0016.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000494-SP0017,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000494-SP0017.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000494-SP0017.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000673-SP0018,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000673-SP0018.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000673-SP0018.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000779-SP0019,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000779-SP0019.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000779-SP0019.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000798-SP0020,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-000798-SP0020.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-000798-SP0020.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-001610-SP0021,probe,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_probe_recovered\AW-001610-SP0021.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_probe_recovered\AW-001610-SP0021.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
