id,kind,public_path,metadata_path,public_field_set_exactly_seven,public_validation_ok,leakage_free,concrete_problem_task,concrete_input,concrete_output,complexity_included,no_generic_template_phrase,known_input_access_output,source_trace_present,probe_assumptions_explicit,probe_not_end_to_end_explicit,parent_trace_present,recommended_action,severity,issue_codes,human_review_summary
AW-000035,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000035.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000035.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000036,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000036.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000036.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000037,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000037.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000037.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000038,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000038.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000038.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000039,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000039.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000039.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000040,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000040.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000040.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000041,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000041.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000041.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000042,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000042.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000042.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000043,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000043.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000043.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000044,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000044.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000044.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000045,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000045.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000045.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000046,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000046.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000046.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000047,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000047.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000047.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000048,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000048.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000048.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000049,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000049.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000049.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000050,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000050.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000050.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000051,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000051.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000051.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000052,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000052.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000052.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000053,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000053.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000053.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000054,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000054.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000054.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000055,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000055.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000055.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000056,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000056.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000056.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000058,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000058.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000058.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000059,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000059.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000059.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000060,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000060.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000060.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000061,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000061.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000061.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000062,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000062.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000062.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000064,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000064.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000064.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000065,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000065.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000065.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000066,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000066.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000066.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000067,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000067.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000067.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000068,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000068.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000068.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000069,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000069.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000069.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000070,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000070.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000070.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000071,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000071.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000071.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000072,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000072.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000072.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000073,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000073.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000073.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000074,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000074.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000074.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000075,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000075.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000075.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000076,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000076.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000076.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000077,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000077.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000077.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000078,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000078.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000078.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000079,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000079.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000079.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000080,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000080.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000080.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000082,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000082.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000082.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000083,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000083.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000083.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000084,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000084.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000084.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000085,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000085.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000085.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000086,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000086.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000086.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000087,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000087.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000087.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000092,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000092.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000092.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000093,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000093.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000093.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000094,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000094.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000094.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000095,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000095.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000095.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000096,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000096.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000096.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000097,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000097.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000097.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000098,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000098.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000098.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000099,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000099.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000099.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
AW-000101,context,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000101.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000101.meta.yaml,True,True,True,True,True,True,True,True,True,True,True,True,True,ACCEPT,NONE,,"Rich public card passes shape, leakage, source-trace, and semantic checks."
